Proteins, RateConstant, Number of peptides, SD, Abundance
UD16_MOUSE,    0.257238, 14,    0.048146, 257595080704.000000
UD19_MOUSE,    0.266371, 4,    0.053008, 33494245376.000000
UD2A1_MOUSE,    0.396900, 2,    0.280443, 4127585280.000000
UD2A3_MOUSE,    0.248764, 11,    0.052875, 271375876096.000000
UD3A1_MOUSE,    0.516076, 4,    0.253768, 19932573696.000000
UD3A2_MOUSE,    0.551402, 6,    0.205730, 92301131776.000000
UDB17_MOUSE,    0.484877, 14,    0.111445, 1128130936832.000000
UFC1_MOUSE,    0.876045, 1,    0.391074, 1344588160.000000
UFD1_MOUSE,    0.694148, 3,    0.111231, 8760260608.000000
UFL1_MOUSE,    0.318391, 4,    0.074691, 8017259008.000000
UFM1_MOUSE,    0.334723, 4,    0.040308, 14501044224.000000
UFSP2_MOUSE,    0.244830, 2,    0.019966, 2451295744.000000
UGDH_MOUSE,    0.448758, 23,    0.112833, 567202152448.000000
UGGG1_MOUSE,    0.307301, 9,    0.059788, 47640776704.000000
UGPA_MOUSE,    0.414796, 19,    0.107155, 388290347008.000000
ULA1_MOUSE,    0.258914, 3,    0.058967, 849996544.000000
UMPS_MOUSE,    0.400825, 4,    0.089639, 3671114240.000000
URAD_MOUSE,    0.535773, 3,    0.180353, 1888033536.000000
URIC_MOUSE,    0.546856, 22,    0.134121, 3425874214912.000000
USO1_MOUSE,    0.389580, 11,    0.094517, 24447021056.000000
USP9X_MOUSE,    0.755588, 5,    0.287171, 2219104512.000000
VA0D1_MOUSE,    0.427195, 2,    0.037376, 8182182400.000000
VAC14_MOUSE,    0.401432, 2,    0.058150, 913516160.000000
VAMP3_MOUSE,    0.039658, 0,    0.000000, 474951616.000000
VAMP8_MOUSE,    3.362745, 0,    0.000000, 1081680000.000000
VAPA_MOUSE,    0.278277, 6,    0.044279, 52689416192.000000
VAPB_MOUSE,    0.492794, 2,    0.222800, 15918429184.000000
VASP_MOUSE,    0.354933, 1,    0.000000, 347895168.000000
VAT1_MOUSE,    0.072567, 1,    0.000000, 7300529664.000000
VATA_MOUSE,    0.393695, 4,    0.164944, 23494440960.000000
VATB2_MOUSE,    0.278553, 4,    0.066131, 17847275520.000000
VATC1_MOUSE,    0.131755, 0,    0.000000, 348466240.000000
VATE1_MOUSE,  101.537361, 0,   71.690851, 3730789120.000000
VATH_MOUSE,    2.180314, 2,    1.532206, 833354240.000000
VATL_MOUSE,    0.243384, 1,    0.066218, 11851866112.000000
VAV2_MOUSE,    0.431481, 0,    0.061902, 44045684.000000
VDAC1_MOUSE,    0.175526, 9,    0.054241, 352869580800.000000
VDAC2_MOUSE,    0.177805, 4,    0.047117, 105791610880.000000
VDAC3_MOUSE,    0.196744, 7,    0.039372, 158871617536.000000
VIGLN_MOUSE,    0.687962, 15,    0.289220, 181160853504.000000
VIME_MOUSE,    0.082945, 10,    0.023005, 115899932672.000000
VINC_MOUSE,    0.181456, 15,    0.040703, 120520605696.000000
VINEX_MOUSE,    0.205485, 1,    0.047118, 1441803264.000000
VKGC_MOUSE,    2.525337, 2,    1.057214, 11243596800.000000
VKOR1_MOUSE,    0.194267, 1,    0.000000, 21327929344.000000
VKORL_MOUSE,    0.310975, 1,    0.000000, 1176991104.000000
VMA5A_MOUSE,    0.368478, 5,    0.078667, 8108823552.000000
VNN1_MOUSE,    9.996309, 2,    6.836886, 3805812224.000000
VP13C_MOUSE,    0.533768, 4,    0.093428, 2543453440.000000
VP26A_MOUSE,    0.184820, 1,    0.000000, 8128114176.000000
VP26B_MOUSE,    0.332186, 3,    0.123661, 4928703488.000000
VP33A_MOUSE,    0.330668, 1,    0.000000, 30198660.000000
VP35L_MOUSE,    0.000083, 0,    0.000000, 682392576.000000
VPS16_MOUSE,    0.081177, 1,    0.000000, 27192188.000000
VPS29_MOUSE,    0.277857, 3,    0.167901, 7748128768.000000
VPS35_MOUSE,    0.232829, 7,    0.048467, 40187080704.000000
VPS36_MOUSE,    0.298190, 2,    0.175312, 208504432.000000
VTDB_MOUSE,    2.251033, 7,    1.766072, 61740138496.000000
VTNC_MOUSE,    7.158311, 4,    3.305000, 6603595776.000000
VWA8_MOUSE,    0.239859, 23,    0.051555, 84329996288.000000
WASC5_MOUSE,    0.218113, 2,    0.099730, 262668368.000000
WDR1_MOUSE,    0.219909, 6,    0.031354, 64659767296.000000
WDR5_MOUSE,    0.537297, 1,    0.000000, 221052144.000000
WDR61_MOUSE,    1.295899, 2,    0.812229, 1913687680.000000
XDH_MOUSE,    0.320196, 8,    0.080914, 64972230656.000000
XPO1_MOUSE,    0.189808, 5,    0.099829, 5084835328.000000
XPO2_MOUSE,    0.473067, 4,    0.038091, 7947251200.000000
XPO7_MOUSE,    0.294606, 2,    0.360461, 612701696.000000
XPP1_MOUSE,    0.281585, 1,    0.000000, 523589824.000000
XPP3_MOUSE,   10.892329, 1,    7.701197, 3169606144.000000
XXLT1_MOUSE,    0.000040, 0,    0.000000, 6557845504.000000
XYLB_MOUSE,    0.222003, 9,    0.041123, 117760802816.000000
YBOX1_MOUSE,    0.492520, 5,    0.042344, 39705915392.000000
YKT6_MOUSE,    0.143994, 3,    0.156758, 1573037184.000000
YMEL1_MOUSE,    1.000729, 2,    1.415486, 1225012224.000000
ZA2G_MOUSE,    1.720369, 1,    1.021176, 709516544.000000
ZN207_MOUSE,    0.253186, 1,    0.000000, 1475539200.000000
ZN326_MOUSE,    0.299381, 1,    0.000000, 564180224.000000
ZNFX1_MOUSE,    0.611070, 1,    0.000000, 52047596.000000
ZNT7_MOUSE,    0.393949, 1,    0.000000, 358376288.000000
ZO1_MOUSE,    0.828554, 2,    0.432345, 8688169984.000000
